Batch,Para1,Para2,Para3,Para4,Para5
46.0,1.0,0.0,4.0,0.0,5.0
47.0,1.0,0.0,4.0,0.0,5.0
48.0,1.0,0.0,4.0,0.0,5.0
49.0,1.0,0.0,4.0,0.0,5.0
50.0,1.0,0.0,4.0,0.0,5.0
51.0,1.0,0.0,4.0,0.0,5.0
52.0,1.0,0.0,4.0,0.0,5.0
53.0,1.0,0.0,4.0,0.0,5.0
54.0,1.0,0.0,4.0,0.0,5.0
55.0,1.0,0.0,4.0,0.0,5.0
56.0,1.0,0.0,4.0,0.0,5.0
57.0,1.0,0.0,4.0,0.0,5.0
58.0,1.0,0.0,4.0,0.0,5.0
59.0,1.0,0.0,4.0,0.0,5.0
60.0,1.0,0.0,4.0,0.0,5.0
61.0,1.0,0.0,4.0,0.0,5.0
62.0,1.0,0.0,4.0,0.0,5.0
63.0,1.0,0.0,4.0,0.0,5.0
64.0,1.0,0.0,4.0,0.0,5.0
65.0,1.0,0.0,4.0,0.0,5.0
66.0,1.0,0.0,4.0,0.0,5.0
67.0,1.0,0.0,4.0,0.0,5.0
68.0,1.0,0.0,4.0,0.0,5.0
69.0,1.0,0.0,4.0,0.0,5.0
70.0,1.0,0.0,4.0,0.0,5.0
71.0,1.0,0.0,4.0,0.0,5.0
72.0,1.0,0.0,4.0,0.0,5.0
73.0,1.0,0.0,4.0,0.0,5.0
74.0,1.0,0.0,4.0,0.0,5.0
75.0,1.0,0.0,4.0,0.0,5.0
76.0,1.0,0.0,4.0,0.0,5.0
77.0,1.0,0.0,4.0,0.0,5.0
78.0,1.0,0.0,4.0,0.0,5.0
79.0,1.0,0.0,4.0,0.0,5.0
80.0,1.0,0.0,4.0,0.0,5.0
81.0,1.0,0.0,4.0,0.0,5.0
82.0,1.0,0.0,4.0,0.0,5.0
83.0,1.0,0.0,4.0,0.0,5.0
84.0,1.0,0.0,4.0,0.0,5.0
85.0,1.0,0.0,4.0,0.0,5.0
86.0,1.0,0.0,4.0,0.0,5.0
87.0,1.0,0.0,4.0,0.0,5.0
88.0,1.0,0.0,4.0,0.0,5.0
89.0,1.0,0.0,4.0,0.0,5.0
90.0,1.0,0.0,4.0,0.0,5.0
91.0,1.0,0.0,4.0,0.0,5.0
92.0,1.0,0.0,4.0,0.0,5.0
93.0,1.0,0.0,4.0,0.0,5.0
94.0,1.0,0.0,4.0,0.0,5.0
95.0,1.0,0.0,4.0,0.0,5.0
96.0,1.0,0.0,4.0,0.0,5.0
97.0,1.0,0.0,4.0,0.0,5.0
98.0,1.0,0.0,4.0,0.0,5.0
99.0,1.0,0.0,4.0,0.0,5.0
100.0,1.0,0.0,4.0,0.0,5.0
101.0,1.0,0.0,4.0,0.0,5.0
102.0,1.0,0.0,4.0,0.0,5.0
103.0,1.0,0.0,4.0,0.0,5.0
104.0,1.0,0.0,4.0,0.0,5.0
105.0,1.0,0.0,4.0,0.0,5.0
106.0,1.0,0.0,4.0,0.0,5.0
107.0,1.0,0.0,4.0,0.0,5.0
108.0,1.0,0.0,4.0,0.0,5.0
109.0,1.0,0.0,4.0,0.0,5.0
110.0,1.0,0.0,4.0,0.0,5.0
111.0,1.0,0.0,4.0,0.0,5.0
112.0,1.0,0.0,4.0,0.0,5.0
113.0,1.0,0.0,4.0,0.0,5.0
114.0,1.0,0.0,4.0,0.0,5.0
115.0,1.0,0.0,4.0,0.0,5.0
116.0,1.0,0.0,4.0,0.0,5.0
117.0,1.0,0.0,4.0,0.0,5.0
118.0,1.0,0.0,4.0,0.0,5.0
119.0,1.0,0.0,4.0,0.0,5.0
120.0,1.0,0.0,4.0,0.0,5.0
121.0,1.0,0.0,4.0,0.0,5.0
122.0,1.0,0.0,4.0,0.0,5.0
123.0,1.0,0.0,4.0,0.0,5.0
124.0,1.0,0.0,4.0,0.0,5.0
125.0,1.0,0.0,4.0,0.0,5.0
126.0,1.0,0.0,4.0,0.0,5.0
127.0,1.0,0.0,4.0,0.0,5.0
128.0,1.0,0.0,4.0,0.0,5.0
129.0,1.0,0.0,4.0,0.0,5.0
130.0,1.0,0.0,4.0,0.0,5.0
131.0,1.0,0.0,4.0,0.0,5.0
132.0,1.0,0.0,4.0,0.0,5.0
133.0,1.0,0.0,4.0,0.0,5.0
134.0,1.0,0.0,4.0,0.0,5.0
135.0,1.0,0.0,4.0,0.0,5.0
136.0,1.0,0.0,4.0,0.0,5.0
137.0,1.0,0.0,4.0,0.0,5.0
138.0,1.0,0.0,4.0,0.0,5.0
139.0,1.0,0.0,4.0,0.0,5.0
140.0,1.0,0.0,4.0,0.0,5.0
141.0,1.0,0.0,4.0,0.0,5.0
142.0,1.0,0.0,4.0,0.0,5.0
143.0,1.0,0.0,4.0,0.0,5.0
144.0,1.0,0.0,4.0,0.0,5.0
145.0,1.0,0.0,4.0,0.0,5.0
146.0,1.0,0.0,4.0,0.0,5.0
147.0,1.0,0.0,4.0,0.0,5.0
148.0,1.0,0.0,4.0,0.0,5.0
149.0,1.0,0.0,4.0,0.0,5.0
150.0,1.0,0.0,4.0,0.0,5.0
151.0,1.0,0.0,4.0,0.0,5.0
152.0,1.0,0.0,4.0,0.0,5.0
153.0,1.0,0.0,4.0,0.0,5.0
154.0,1.0,0.0,4.0,0.0,5.0
155.0,1.0,0.0,4.0,0.0,5.0
156.0,1.0,0.0,4.0,0.0,5.0
157.0,1.0,0.0,4.0,0.0,5.0
158.0,1.0,0.0,4.0,0.0,5.0
159.0,1.0,0.0,4.0,0.0,5.0
160.0,1.0,0.0,4.0,0.0,5.0
161.0,1.0,0.0,4.0,0.0,5.0
162.0,1.0,0.0,4.0,0.0,5.0
163.0,1.0,0.0,4.0,0.0,5.0
164.0,1.0,0.0,4.0,0.0,5.0
165.0,1.0,0.0,4.0,0.0,5.0
166.0,1.0,0.0,4.0,0.0,5.0
167.0,1.0,0.0,4.0,0.0,5.0
168.0,1.0,0.0,4.0,0.0,5.0
169.0,1.0,0.0,4.0,0.0,5.0
170.0,1.0,0.0,4.0,0.0,5.0
171.0,1.0,0.0,4.0,0.0,5.0
172.0,1.0,0.0,4.0,0.0,5.0
173.0,1.0,0.0,4.0,0.0,5.0
174.0,1.0,0.0,4.0,0.0,5.0
175.0,1.0,0.0,4.0,0.0,5.0
176.0,1.0,0.0,4.0,0.0,5.0
177.0,1.0,0.0,4.0,0.0,5.0
178.0,1.0,0.0,4.0,0.0,5.0
179.0,1.0,0.0,4.0,0.0,5.0
180.0,1.0,0.0,4.0,0.0,5.0
181.0,1.0,0.0,4.0,0.0,5.0
182.0,1.0,0.0,4.0,0.0,5.0
183.0,1.0,0.0,4.0,0.0,5.0
184.0,1.0,0.0,4.0,0.0,5.0
185.0,1.0,0.0,4.0,0.0,5.0
186.0,1.0,0.0,4.0,0.0,5.0
187.0,1.0,0.0,4.0,0.0,5.0
188.0,1.0,0.0,4.0,0.0,5.0
189.0,1.0,0.0,4.0,0.0,5.0
190.0,1.0,0.0,4.0,0.0,5.0
191.0,1.0,0.0,4.0,0.0,5.0
192.0,1.0,0.0,4.0,0.0,5.0
193.0,1.0,0.0,4.0,0.0,5.0
194.0,1.0,0.0,4.0,0.0,5.0
195.0,1.0,0.0,4.0,0.0,5.0
196.0,1.0,0.0,4.0,0.0,5.0
197.0,1.0,0.0,4.0,0.0,5.0
198.0,1.0,0.0,4.0,0.0,5.0
199.0,1.0,0.0,4.0,0.0,5.0
200.0,1.0,0.0,4.0,0.0,5.0
201.0,1.0,0.0,4.0,0.0,5.0
202.0,1.0,0.0,4.0,0.0,5.0
203.0,1.0,0.0,4.0,0.0,5.0
204.0,1.0,0.0,4.0,0.0,5.0
205.0,1.0,0.0,4.0,0.0,5.0
206.0,1.0,0.0,4.0,0.0,5.0
207.0,1.0,0.0,4.0,0.0,5.0
208.0,1.0,0.0,4.0,0.0,5.0
209.0,1.0,0.0,4.0,0.0,5.0
210.0,1.0,0.0,4.0,0.0,5.0
211.0,1.0,0.0,4.0,0.0,5.0
212.0,1.0,0.0,4.0,0.0,5.0
213.0,1.0,0.0,4.0,0.0,5.0
214.0,1.0,0.0,4.0,0.0,5.0
215.0,1.0,0.0,4.0,0.0,5.0
216.0,1.0,0.0,4.0,0.0,5.0
217.0,1.0,0.0,4.0,0.0,5.0
218.0,1.0,0.0,4.0,0.0,5.0
219.0,1.0,0.0,4.0,0.0,5.0
220.0,1.0,0.0,4.0,0.0,5.0
221.0,1.0,0.0,4.0,0.0,5.0
222.0,1.0,0.0,4.0,0.0,5.0
223.0,1.0,0.0,4.0,0.0,5.0
224.0,1.0,0.0,4.0,0.0,5.0
225.0,1.0,0.0,4.0,0.0,5.0
226.0,1.0,0.0,4.0,0.0,5.0
227.0,1.0,0.0,4.0,0.0,5.0
228.0,1.0,0.0,4.0,0.0,5.0
229.0,1.0,0.0,4.0,0.0,5.0
230.0,1.0,0.0,4.0,0.0,5.0
231.0,1.0,0.0,4.0,0.0,5.0
232.0,1.0,0.0,4.0,0.0,5.0
233.0,1.0,0.0,4.0,0.0,5.0
234.0,1.0,0.0,4.0,0.0,5.0
235.0,1.0,0.0,4.0,0.0,5.0
236.0,1.0,0.0,4.0,0.0,5.0
237.0,1.0,0.0,4.0,0.0,5.0
238.0,1.0,0.0,4.0,0.0,5.0
239.0,1.0,0.0,4.0,0.0,5.0
240.0,1.0,0.0,4.0,0.0,5.0
241.0,1.0,0.0,4.0,0.0,5.0
242.0,1.0,0.0,4.0,0.0,5.0
243.0,1.0,0.0,4.0,0.0,5.0
244.0,1.0,0.0,4.0,0.0,5.0
245.0,1.0,0.0,4.0,0.0,5.0
246.0,1.0,0.0,4.0,0.0,5.0
247.0,1.0,0.0,4.0,0.0,5.0
248.0,1.0,0.0,4.0,0.0,5.0
249.0,1.0,0.0,4.0,0.0,5.0
250.0,1.0,0.0,4.0,0.0,5.0
251.0,1.0,0.0,4.0,0.0,5.0
252.0,1.0,0.0,4.0,0.0,5.0
253.0,1.0,0.0,4.0,0.0,5.0
254.0,1.0,0.0,4.0,0.0,5.0
255.0,1.0,0.0,4.0,0.0,5.0
256.0,1.0,0.0,4.0,0.0,5.0
257.0,1.0,0.0,4.0,0.0,5.0
258.0,1.0,0.0,4.0,0.0,5.0
259.0,1.0,0.0,4.0,0.0,5.0
260.0,1.0,0.0,4.0,0.0,5.0
261.0,1.0,0.0,4.0,1.0,5.0
262.0,1.0,0.0,4.0,1.0,5.0
263.0,1.0,0.0,4.0,1.0,5.0
264.0,1.0,0.0,4.0,1.0,5.0
265.0,1.0,0.0,4.0,1.0,5.0
266.0,1.0,0.0,4.0,1.0,5.0
267.0,1.0,0.0,4.0,1.0,5.0
268.0,1.0,0.0,4.0,1.0,5.0
269.0,1.0,0.0,4.0,1.0,5.0
270.0,1.0,0.0,4.0,1.0,5.0
271.0,1.0,0.0,4.0,1.0,5.0
272.0,1.0,0.0,4.0,1.0,5.0
273.0,1.0,0.0,4.0,1.0,5.0
274.0,1.0,0.0,4.0,1.0,5.0
275.0,1.0,0.0,4.0,1.0,5.0
276.0,1.0,0.0,4.0,1.0,5.0
277.0,1.0,0.0,4.0,1.0,5.0
278.0,1.0,0.0,4.0,1.0,5.0
279.0,1.0,0.0,4.0,1.0,5.0
280.0,1.0,0.0,4.0,1.0,5.0
281.0,1.0,0.0,4.0,1.0,5.0
282.0,1.0,0.0,4.0,1.0,5.0
283.0,1.0,0.0,4.0,1.0,5.0
284.0,1.0,0.0,4.0,1.0,5.0
285.0,1.0,0.0,4.0,1.0,5.0
286.0,1.0,0.0,4.0,1.0,5.0
287.0,1.0,0.0,4.0,1.0,5.0
288.0,1.0,0.0,4.0,1.0,5.0
289.0,1.0,0.0,4.0,1.0,5.0
290.0,1.0,0.0,4.0,1.0,5.0
291.0,1.0,0.0,4.0,1.0,5.0
292.0,1.0,0.0,4.0,1.0,5.0
293.0,1.0,0.0,4.0,1.0,5.0
294.0,1.0,0.0,4.0,1.0,5.0
295.0,1.0,0.0,4.0,1.0,5.0
296.0,1.0,0.0,4.0,1.0,5.0
297.0,1.0,0.0,4.0,1.0,5.0
298.0,1.0,0.0,4.0,1.0,5.0
299.0,1.0,0.0,4.0,1.0,5.0
300.0,1.0,0.0,4.0,1.0,5.0
301.0,1.0,0.0,4.0,1.0,5.0
302.0,1.0,0.0,4.0,1.0,5.0
303.0,1.0,0.0,4.0,1.0,5.0
304.0,1.0,0.0,4.0,1.0,5.0
305.0,1.0,0.0,4.0,1.0,5.0
306.0,1.0,0.0,4.0,1.0,5.0
307.0,1.0,0.0,4.0,1.0,5.0
308.0,1.0,0.0,4.0,1.0,5.0
309.0,1.0,0.0,4.0,1.0,5.0
310.0,1.0,0.0,4.0,1.0,5.0
311.0,1.0,0.0,4.0,1.0,5.0
312.0,1.0,0.0,4.0,1.0,5.0
313.0,1.0,0.0,4.0,1.0,5.0
314.0,1.0,0.0,4.0,1.0,5.0
315.0,1.0,0.0,4.0,1.0,5.0
316.0,1.0,0.0,4.0,1.0,5.0
317.0,1.0,0.0,4.0,1.0,5.0
318.0,1.0,0.0,4.0,1.0,5.0
319.0,1.0,0.0,4.0,1.0,5.0
320.0,1.0,0.0,4.0,1.0,5.0
321.0,1.0,0.0,4.0,1.0,5.0
322.0,2.0,1.0,4.0,1.0,5.0
323.0,2.0,1.0,4.0,1.0,5.0
324.0,2.0,1.0,4.0,1.0,5.0
325.0,2.0,1.0,4.0,1.0,5.0
326.0,2.0,1.0,4.0,2.0,5.0
327.0,2.0,1.0,4.0,2.0,5.0
328.0,2.0,1.0,4.0,2.0,5.0
329.0,2.0,1.0,4.0,2.0,5.0
330.0,2.0,1.0,4.0,2.0,5.0
331.0,2.0,1.0,4.0,2.0,5.0
332.0,2.0,1.0,4.0,2.0,5.0
333.0,2.0,1.0,4.0,2.0,5.0
334.0,2.0,1.0,4.0,2.0,5.0
335.0,3.0,1.0,4.0,2.0,5.0
336.0,3.0,1.0,4.0,2.0,5.0
337.0,3.0,1.0,4.0,2.0,5.0
338.0,3.0,1.0,4.0,2.0,5.0
339.0,3.0,1.0,4.0,2.0,5.0
340.0,3.0,1.0,4.0,2.0,5.0
341.0,3.0,1.0,4.0,2.0,5.0
342.0,3.0,1.0,4.0,2.0,5.0
343.0,3.0,1.0,4.0,2.0,5.0
344.0,3.0,1.0,4.0,2.0,5.0
345.0,3.0,1.0,4.0,2.0,5.0
346.0,3.0,1.0,4.0,2.0,5.0
347.0,3.0,1.0,4.0,2.0,5.0
348.0,3.0,1.0,4.0,2.0,5.0
349.0,3.0,1.0,4.0,2.0,5.0
350.0,3.0,1.0,4.0,2.0,5.0
351.0,3.0,1.0,4.0,2.0,5.0
352.0,3.0,1.0,4.0,2.0,5.0
353.0,3.0,1.0,4.0,2.0,5.0
354.0,3.0,1.0,4.0,2.0,5.0
355.0,3.0,1.0,4.0,2.0,5.0
356.0,3.0,1.0,4.0,2.0,5.0
357.0,3.0,1.0,4.0,2.0,5.0
358.0,3.0,1.0,4.0,2.0,5.0
359.0,3.0,1.0,4.0,2.0,5.0
360.0,3.0,1.0,4.0,2.0,5.0
361.0,3.0,1.0,4.0,2.0,5.0
362.0,3.0,1.0,4.0,2.0,5.0
363.0,3.0,1.0,4.0,2.0,5.0
364.0,3.0,1.0,4.0,2.0,5.0
365.0,3.0,1.0,4.0,2.0,5.0
366.0,3.0,1.0,4.0,2.0,5.0
367.0,3.0,1.0,4.0,2.0,5.0
368.0,3.0,1.0,4.0,2.0,5.0
369.0,3.0,1.0,4.0,2.0,5.0
370.0,3.0,1.0,4.0,2.0,5.0
371.0,3.0,1.0,4.0,2.0,5.0
372.0,3.0,1.0,4.0,2.0,5.0
373.0,3.0,1.0,4.0,2.0,5.0
374.0,3.0,1.0,4.0,2.0,5.0
375.0,3.0,1.0,4.0,2.0,5.0
376.0,3.0,1.0,4.0,2.0,5.0
377.0,3.0,1.0,4.0,2.0,5.0
378.0,3.0,1.0,4.0,2.0,5.0
379.0,3.0,1.0,4.0,2.0,5.0
380.0,3.0,1.0,4.0,2.0,5.0
381.0,3.0,1.0,4.0,2.0,5.0
382.0,3.0,1.0,4.0,2.0,5.0
383.0,3.0,1.0,4.0,2.0,5.0
384.0,3.0,1.0,4.0,2.0,5.0
385.0,3.0,1.0,4.0,2.0,5.0
386.0,3.0,1.0,4.0,2.0,5.0
387.0,3.0,1.0,4.0,2.0,5.0
388.0,3.0,1.0,4.0,2.0,5.0
389.0,3.0,1.0,4.0,2.0,5.0
390.0,3.0,1.0,4.0,2.0,5.0
391.0,3.0,1.0,4.0,2.0,5.0
392.0,3.0,1.0,4.0,2.0,5.0
393.0,3.0,1.0,4.0,2.0,5.0
394.0,3.0,1.0,4.0,2.0,5.0
395.0,3.0,1.0,4.0,2.0,5.0
396.0,3.0,1.0,4.0,2.0,5.0
397.0,3.0,1.0,4.0,2.0,5.0
398.0,3.0,1.0,4.0,2.0,5.0
399.0,3.0,1.0,4.0,2.0,5.0
400.0,3.0,1.0,4.0,2.0,5.0
401.0,3.0,1.0,4.0,2.0,5.0
402.0,3.0,1.0,4.0,2.0,5.0
403.0,3.0,1.0,4.0,2.0,5.0
404.0,3.0,1.0,4.0,2.0,5.0
405.0,3.0,1.0,4.0,2.0,5.0
406.0,3.0,1.0,4.0,2.0,5.0
407.0,3.0,1.0,4.0,2.0,5.0
408.0,3.0,1.0,4.0,2.0,5.0
409.0,3.0,1.0,4.0,2.0,5.0
410.0,3.0,1.0,5.0,2.0,5.0
411.0,3.0,1.0,5.0,2.0,5.0
412.0,3.0,1.0,6.0,2.0,5.0
413.0,3.0,1.0,6.0,2.0,5.0
414.0,3.0,1.0,6.0,2.0,5.0
415.0,3.0,1.0,6.0,2.0,5.0
416.0,3.0,1.0,6.0,2.0,5.0
417.0,3.0,1.0,6.0,2.0,5.0
418.0,3.0,1.0,6.0,2.0,5.0
419.0,3.0,1.0,6.0,2.0,5.0
420.0,3.0,1.0,6.0,2.0,5.0
421.0,3.0,1.0,6.0,2.0,5.0
422.0,3.0,1.0,6.0,2.0,5.0
423.0,3.0,1.0,6.0,2.0,5.0
424.0,3.0,1.0,6.0,2.0,5.0
425.0,3.0,1.0,6.0,2.0,5.0
426.0,3.0,1.0,6.0,2.0,5.0
427.0,3.0,1.0,6.0,2.0,5.0
428.0,3.0,1.0,6.0,2.0,5.0
429.0,3.0,1.0,6.0,2.0,5.0
430.0,3.0,1.0,6.0,2.0,5.0
431.0,3.0,1.0,6.0,2.0,5.0
432.0,3.0,1.0,6.0,2.0,5.0
433.0,3.0,1.0,6.0,2.0,5.0
434.0,3.0,1.0,6.0,2.0,5.0
435.0,3.0,1.0,6.0,2.0,5.0
436.0,3.0,1.0,6.0,2.0,5.0
437.0,3.0,1.0,6.0,2.0,5.0
438.0,3.0,1.0,6.0,2.0,5.0
439.0,3.0,1.0,6.0,2.0,5.0
440.0,3.0,1.0,6.0,2.0,5.0
441.0,3.0,1.0,6.0,2.0,5.0
442.0,3.0,1.0,6.0,2.0,5.0
443.0,3.0,1.0,6.0,2.0,5.0
444.0,3.0,1.0,6.0,2.0,5.0
445.0,3.0,1.0,6.0,2.0,5.0
446.0,3.0,1.0,6.0,2.0,5.0
447.0,3.0,1.0,6.0,2.0,5.0
448.0,3.0,1.0,6.0,2.0,5.0
449.0,3.0,1.0,6.0,2.0,5.0
450.0,3.0,1.0,6.0,2.0,5.0
451.0,3.0,1.0,6.0,2.0,5.0
452.0,3.0,1.0,6.0,2.0,5.0
453.0,3.0,1.0,6.0,2.0,5.0
454.0,3.0,1.0,6.0,2.0,5.0
455.0,3.0,1.0,6.0,2.0,5.0
456.0,3.0,1.0,6.0,2.0,5.0
457.0,3.0,1.0,6.0,2.0,5.0
458.0,3.0,1.0,6.0,2.0,5.0
459.0,3.0,1.0,6.0,2.0,5.0
460.0,3.0,1.0,6.0,2.0,5.0
461.0,3.0,1.0,6.0,2.0,5.0
462.0,3.0,1.0,6.0,2.0,5.0
463.0,3.0,1.0,6.0,2.0,5.0
464.0,3.0,1.0,6.0,2.0,5.0
465.0,3.0,1.0,6.0,2.0,5.0
466.0,3.0,1.0,6.0,2.0,5.0
467.0,3.0,1.0,6.0,2.0,5.0
468.0,3.0,1.0,6.0,2.0,5.0
469.0,3.0,1.0,6.0,2.0,5.0
470.0,3.0,1.0,6.0,2.0,5.0
471.0,3.0,1.0,6.0,2.0,5.0
472.0,3.0,1.0,6.0,2.0,5.0
473.0,3.0,1.0,6.0,2.0,5.0
474.0,3.0,1.0,6.0,2.0,5.0
475.0,3.0,1.0,6.0,2.0,5.0
476.0,3.0,1.0,6.0,2.0,5.0
477.0,3.0,1.0,6.0,2.0,5.0
478.0,3.0,1.0,6.0,2.0,5.0
479.0,3.0,1.0,6.0,2.0,5.0
480.0,3.0,1.0,6.0,2.0,5.0
481.0,3.0,1.0,6.0,2.0,5.0
482.0,3.0,1.0,6.0,2.0,5.0
483.0,3.0,1.0,6.0,2.0,5.0
484.0,3.0,1.0,6.0,2.0,5.0
485.0,3.0,1.0,6.0,2.0,5.0
486.0,3.0,1.0,6.0,2.0,5.0
487.0,3.0,1.0,6.0,2.0,5.0
488.0,3.0,1.0,6.0,2.0,5.0
489.0,3.0,1.0,6.0,2.0,5.0
490.0,3.0,1.0,6.0,2.0,5.0
491.0,3.0,1.0,6.0,2.0,5.0
492.0,3.0,1.0,6.0,2.0,5.0
493.0,3.0,1.0,6.0,2.0,5.0
494.0,3.0,1.0,6.0,2.0,5.0
495.0,3.0,1.0,6.0,2.0,5.0
496.0,3.0,1.0,6.0,2.0,5.0
497.0,3.0,1.0,6.0,2.0,5.0
498.0,3.0,1.0,6.0,2.0,5.0
499.0,3.0,1.0,6.0,2.0,5.0
500.0,3.0,1.0,6.0,2.0,5.0
501.0,3.0,1.0,6.0,2.0,5.0
502.0,3.0,1.0,6.0,2.0,5.0
503.0,3.0,1.0,6.0,2.0,5.0
504.0,3.0,1.0,6.0,2.0,5.0
505.0,3.0,1.0,6.0,2.0,5.0
506.0,3.0,1.0,6.0,2.0,5.0
507.0,3.0,1.0,6.0,2.0,5.0
508.0,3.0,1.0,6.0,2.0,5.0
509.0,3.0,1.0,6.0,2.0,5.0
510.0,3.0,1.0,6.0,2.0,5.0
511.0,3.0,1.0,6.0,2.0,5.0
512.0,3.0,1.0,6.0,2.0,5.0
513.0,3.0,1.0,6.0,2.0,5.0
514.0,3.0,1.0,6.0,2.0,5.0
515.0,3.0,1.0,6.0,2.0,5.0
516.0,3.0,1.0,6.0,2.0,5.0
517.0,3.0,1.0,6.0,2.0,5.0
518.0,3.0,1.0,6.0,2.0,5.0
519.0,3.0,1.0,6.0,2.0,5.0
520.0,3.0,1.0,6.0,2.0,5.0
521.0,3.0,1.0,6.0,2.0,5.0
522.0,3.0,1.0,6.0,2.0,5.0
523.0,3.0,1.0,6.0,2.0,5.0
524.0,3.0,1.0,6.0,2.0,5.0
525.0,3.0,1.0,6.0,2.0,5.0
526.0,3.0,1.0,6.0,2.0,5.0
527.0,3.0,1.0,6.0,2.0,5.0
528.0,3.0,1.0,6.0,2.0,5.0
529.0,3.0,1.0,6.0,2.0,5.0
530.0,3.0,1.0,6.0,2.0,5.0
531.0,3.0,1.0,6.0,2.0,5.0
532.0,3.0,1.0,6.0,2.0,5.0
533.0,3.0,1.0,6.0,2.0,5.0
534.0,3.0,1.0,6.0,2.0,5.0
535.0,3.0,1.0,6.0,2.0,5.0
536.0,3.0,1.0,6.0,2.0,5.0
537.0,3.0,1.0,6.0,2.0,5.0
538.0,3.0,1.0,6.0,2.0,5.0
539.0,3.0,1.0,6.0,2.0,5.0
540.0,3.0,1.0,6.0,2.0,5.0
541.0,3.0,1.0,6.0,2.0,5.0
542.0,3.0,1.0,6.0,2.0,5.0
543.0,3.0,1.0,6.0,2.0,5.0
544.0,3.0,1.0,6.0,2.0,5.0
545.0,3.0,1.0,6.0,2.0,5.0
546.0,3.0,1.0,6.0,2.0,5.0
547.0,3.0,1.0,6.0,2.0,5.0
548.0,3.0,1.0,6.0,2.0,5.0
549.0,3.0,1.0,6.0,2.0,5.0
550.0,3.0,1.0,6.0,2.0,5.0
551.0,3.0,1.0,6.0,2.0,5.0
552.0,3.0,1.0,6.0,2.0,5.0
553.0,3.0,1.0,6.0,3.0,5.0
554.0,3.0,1.0,6.0,3.0,5.0
555.0,3.0,1.0,6.0,3.0,5.0
556.0,3.0,1.0,6.0,3.0,5.0
557.0,3.0,1.0,6.0,3.0,5.0
558.0,3.0,1.0,6.0,3.0,5.0
559.0,3.0,1.0,6.0,3.0,5.0
560.0,3.0,1.0,6.0,3.0,5.0
561.0,3.0,1.0,6.0,3.0,5.0
562.0,3.0,1.0,6.0,3.0,5.0
563.0,3.0,1.0,6.0,3.0,5.0
564.0,3.0,1.0,6.0,3.0,5.0
565.0,3.0,1.0,6.0,3.0,5.0
566.0,3.0,1.0,6.0,3.0,5.0
567.0,3.0,1.0,6.0,3.0,5.0
568.0,3.0,1.0,6.0,3.0,5.0
569.0,3.0,1.0,6.0,3.0,5.0
570.0,3.0,1.0,6.0,3.0,5.0
571.0,3.0,1.0,6.0,3.0,5.0
572.0,3.0,1.0,6.0,3.0,5.0
573.0,3.0,1.0,6.0,3.0,5.0
574.0,3.0,1.0,6.0,3.0,5.0
575.0,3.0,1.0,6.0,3.0,5.0
576.0,3.0,1.0,6.0,3.0,5.0
577.0,3.0,1.0,6.0,3.0,5.0
578.0,3.0,1.0,6.0,3.0,5.0
579.0,3.0,1.0,6.0,3.0,5.0
580.0,3.0,1.0,6.0,3.0,5.0
581.0,3.0,1.0,6.0,3.0,5.0
